Status,Brand,Model,CPU,RAM,Storage,Storagetype,GPU,Screen,Touch,FinalPrice
New,Lenovo,V15,AMD Ryzen 5,8,256,SSD,RTX 3050,15.6,No,449.0
New,Alurin,Flex,Intel Core i3,8,512,SSD,RTX 3050,14.0,No,449.9
New,Apple,MacBook Air,Apple M2,8,512,SSD,RTX 3050,13.6,No,1869.0
New,Asus,Chromebook,Apple M1,8,64,eMMC,RTX 3050,14.0,Yes,449.01
New,Lenovo,V15,Intel Core i3,8,512,SSD,RTX 3050,15.6,No,419.0
New,MSI,Prestige,Intel Evo Core i5,16,512,SSD,RTX 3050,14.0,No,1339.01
Refurbished,HP,EliteBook,Intel Core i5,16,512,SSD,RTX 3050,14.0,No,312.83
New,HP,Victus,Intel Core i7,16,1000,SSD,RTX 3050,16.1,No,1299.01
New,HP,Pavilion,AMD Ryzen 7,16,512,SSD,RTX 3050,14.0,No,899.01
New,MSI,Creator,Intel Core i7,16,1000,SSD,RTX 4050,16.0,No,1749.0
New,Asus,ROG,Intel Core i9,32,1000,SSD,RTX 4090,18.0,No,3699.01
New,Asus,ZenBook,Intel Evo Core i5,16,512,SSD,RTX 3050,14.0,No,1199.0
New,Asus,VivoBook,Intel Core i7,16,512,SSD,RTX 3050,17.3,No,999.0
New,Apple,MacBook Air,Apple M1,16,256,SSD,RTX 3050,13.3,No,1349.0
New,PcCom,Revolt,Intel Core i7,32,500,SSD,RTX 3060,15.6,No,1549.0
New,HP,Omen,AMD Ryzen 7,16,1000,SSD,RTX 3060,16.1,No,1699.01
New,Asus,TUF,Intel Core i7,16,512,SSD,RTX 3060,15.6,No,1699.0
New,Asus,Chromebook,Intel Celeron,8,64,eMMC,RTX 3050,15.6,No,382.0
New,Alurin,Go,Intel Pentium,8,128,SSD,RTX 3050,14.1,No,309.91
New,HP,255,AMD Ryzen 3,8,256,SSD,RTX 3050,15.6,No,379.0
New,Asus,ExpertBook,Intel Core i7,16,512,SSD,RTX 3050,14.0,Yes,2109.0
New,MSI,Prestige,Intel Core i7,16,1000,SSD,RTX 3050,16.0,No,1889.0
New,Dell,Latitude,Intel Core i5,8,256,SSD,RTX 3050,15.6,No,789.0
New,HP,Envy,Intel Evo Core i7,16,1000,SSD,RTX 3050,13.3,Yes,1399.0
New,Asus,TUF,Intel Core i7,32,1000,SSD,RTX 4060,17.3,No,1999.0
New,Asus,VivoBook,Intel Core i3,8,256,SSD,RTX 3050,15.6,No,399.0
New,Apple,MacBook Air,Apple M2,16,256,SSD,RTX 3050,13.6,No,1639.01
New,HP,250,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,669.01
New,Lenovo,IdeaPad,AMD Ryzen 3,8,256,SSD,RTX 3050,15.6,No,511.49
New,Medion,Deputy,Intel Core i7,16,1000,SSD,RTX 4060,15.6,No,1529.0
New,MSI,Summit,Intel Core i7,32,1000,SSD,RTX 4050,16.0,Yes,2379.01
New,Dell,Vostro,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,869.0
New,Asus,M515UA,AMD Ryzen 7,16,512,SSD,RTX 3050,15.6,No,699.0
New,Asus,ROG,Intel Core i9,32,1000,SSD,RTX 4070,18.0,No,2659.0
New,Asus,VivoBook,AMD Ryzen 5,16,512,SSD,RTX 3050,16.0,No,579.01
New,Apple,MacBook Air,Apple M2,8,256,SSD,RTX 3050,15.3,No,1599.0
New,MSI,Thin,Intel Core i5,16,512,SSD,RTX 4050,15.6,No,1199.0
New,Gigabyte,G5,Intel Core i5,16,512,SSD,RTX 4060,15.6,No,1189.01
New,Asus,ZenBook,AMD Ryzen 5,8,512,SSD,RTX 3050,14.0,No,809.45
New,MSI,Creator,Intel Core i7,16,1000,SSD,RTX 3050,16.0,No,1599.0
Refurbished,Lenovo,ThinkPad,Intel Core i5,16,512,SSD,RTX 3050,14.0,No,635.0
New,HP,Victus,AMD Ryzen 7,16,512,SSD,RTX 3050,16.1,No,1149.0
New,Apple,MacBook Air,Apple M2,8,512,SSD,RTX 3050,13.6,No,1869.0
New,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3080,17.3,No,2999.0
New,Apple,MacBook Pro,Apple M2,8,512,SSD,RTX 3050,13.3,No,1849.0
New,Apple,MacBook Pro,Apple M2,16,256,SSD,RTX 3050,13.3,No,1729.01
New,Apple,MacBook Air,Apple M2,8,256,SSD,RTX 3050,13.6,No,1519.0
New,Asus,ExpertBook,Intel Core i5,16,512,SSD,RTX 3050,14.0,No,1579.0
New,MSI,Stealth,Intel Core i9,32,2000,SSD,RTX 4070,16.0,No,2914.18
New,Asus,ROG,Intel Core i7,32,1000,SSD,RTX 4050,16.0,No,1999.0
New,MSI,Thin,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,1049.0
New,Asus,TUF,Intel Core i7,16,1000,SSD,RTX 4050,15.6,No,2049.0
New,HP,Chromebook,Intel Celeron,8,128,eMMC,RTX 3050,15.6,No,429.01
New,LG,Ultra,Intel Evo Core i7,32,1000,SSD,RTX 3050,17.0,No,2199.0
New,Asus,ROG,Intel Core i9,32,1000,SSD,RTX 4080,16.0,No,3599.0
New,Lenovo,V15,AMD Ryzen 7,16,512,SSD,RTX 3050,15.6,No,739.01
New,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 4050,16.0,No,1699.0
New,MSI,Summit,Intel Evo Core i7,16,1000,SSD,RTX 3050,16.0,Yes,1829.0
New,HP,15S,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,759.01
New,Asus,ROG,AMD Ryzen 7,32,1000,SSD,RTX 3080,17.3,No,2999.0
New,MSI,Prestige,Intel Core i7,32,1000,SSD,RTX 3050,14.0,No,1589.01
New,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 4060,14.0,No,2499.0
New,MSI,Katana,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,1199.0
New,Apple,MacBook Pro,Apple M2 Pro,16,512,SSD,RTX 3050,14.2,No,2269.0
New,Asus,ROG,Intel Core i9,32,1000,SSD,RTX 4080,18.0,No,3399.0
New,Asus,VivoBook,Intel Core i5,8,512,SSD,RTX 3050,15.6,No,509.0
New,Apple,MacBook Air,Apple M1,16,512,SSD,RTX 3050,13.3,No,1569.01
New,Asus,ExpertBook,Intel Core i7,16,512,SSD,RTX 3050,14.0,No,1719.0
New,Asus,M515UA,AMD Ryzen 5,16,256,SSD,RTX 3050,15.6,No,625.41
New,Apple,MacBook Pro,Apple M2,16,512,SSD,RTX 3050,13.3,No,1899.01
New,Asus,VivoBook,Intel Core i3,8,256,SSD,RTX 3050,15.6,No,396.0
New,Medion,Akoya,Intel Core i5,8,512,SSD,RTX 3050,15.6,No,669.01
New,Asus,TUF,AMD Ryzen 7,16,1000,SSD,RX 7600S,16.0,No,1499.0
New,Apple,MacBook Air,Apple M2,8,512,SSD,RTX 3050,15.3,No,1829.0
New,Acer,Aspire,Intel Core i7,8,512,SSD,RTX 3050,15.6,No,729.0
New,HP,Pavilion,Intel Core i5,8,512,SSD,RTX 3050,14.0,Yes,1149.0
New,HP,ProBook,AMD Ryzen 5,16,512,SSD,RTX 3050,15.6,No,799.0
New,MSI,Raider,Intel Core i9,32,1000,SSD,RTX 4070,16.0,No,3099.0
New,Acer,Predator,Intel Core i7,16,512,SSD,RTX 3060,15.6,No,1779.0
New,HP,250,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,819.0
New,HP,Envy,Intel Evo Core i7,16,1000,SSD,A 370M,16.0,No,1799.0
New,Asus,TUF,AMD Ryzen 9,16,1000,SSD,RX 7600S,16.0,No,1699.0
New,Asus,TUF,Intel Core i5,16,512,SSD,GTX 1650,15.6,No,999.0
New,HP,250,Intel Celeron,8,256,SSD,RTX 3050,15.6,No,383.26
New,HP,Chromebook,Intel Celeron,4,64,eMMC,RTX 3050,14.0,Yes,399.0
New,Asus,ROG,Intel Core i9,32,1000,SSD,RTX 4070,16.0,No,2699.0
New,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 4070,17.0,No,2799.0
Refurbished,MSI,Modern,Intel Core i7,16,512,SSD,RTX 3050,14.0,No,1099.0
New,Acer,Aspire,Intel Celeron,8,256,SSD,RTX 3050,15.6,No,306.99
New,PcCom,Revolt,Intel Core i7,32,1000,SSD,RTX 3060,15.6,No,1649.0
New,Microsoft,Surface Laptop,Intel Core i5,8,256,SSD,RTX 3050,12.4,Yes,869.0
New,Asus,TUF,Intel Core i9,32,1000,SSD,RTX 4060,17.3,No,2099.0
New,Asus,VivoBook,AMD Ryzen 7,16,1000,SSD,RTX 3050,15.6,No,1149.04
New,Asus,ROG,Intel Core i9,32,1000,SSD,RTX 4070,16.0,No,2599.0
New,Asus,TUF,Intel Core i9,32,1000,SSD,RTX 4050,17.3,No,1889.0
New,Asus,TUF,Intel Core i7,16,1000,SSD,RTX 4050,17.3,No,1619.0
New,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 4070,17.0,Yes,3129.0
New,Razer,Blade,Intel Core i7,16,1000,SSD,RTX 3070,17.3,No,3499.99
New,Acer,Extensa,Intel Core i3,8,256,SSD,RTX 3050,15.6,No,394.0
New,MSI,Summit,Intel Core i7,32,1000,SSD,RTX 4060,16.0,Yes,2499.0
New,Asus,VivoBook,Intel Core i5,8,512,SSD,RTX 3050,16.0,No,549.99
New,Medion,Deputy,Intel Core i5,8,512,SSD,GTX 1660,15.6,No,999.0
New,HP,Omen,Intel Core i7,16,1000,SSD,RTX 3060,16.1,No,1699.01
New,Asus,Chromebook,Intel Celeron,8,32,eMMC,RTX 3050,14.0,No,349.0
New,Alurin,Flex Advance,Intel Core i5,8,500,SSD,RTX 3050,15.6,No,500.0
New,Microsoft,Surface Laptop,Intel Evo Core i5,8,256,SSD,RTX 3050,13.5,Yes,1179.0
New,LG,Gram,Intel Evo Core i7,32,1000,SSD,RTX 3050,16.0,No,1819.01
New,MSI,Prestige,Intel Evo Core i7,16,1000,SSD,RTX 3050,13.3,No,1499.01
New,MSI,Prestige,Intel Core i7,32,1000,SSD,RTX 4060,16.0,No,2239.01
New,Asus,14w,Intel Core i9,32,2000,SSD,RTX 4090,16.0,No,4949.01
New,Acer,Predator,Intel Core i7,16,512,SSD,RTX 3050,16.0,No,1589.01
New,HP,Omen,Intel Core i7,32,1000,SSD,RTX 3070,16.1,No,1999.0
New,Asus,ExpertBook,Intel Core i7,16,512,SSD,RTX 3050,14.0,No,1189.0
New,MSI,Titan,Intel Core i9,64,2000,SSD,RTX 4080,17.3,No,4899.0
New,HP,250,Intel Core i5,8,512,SSD,RTX 3050,15.6,No,559.01
New,HP,250,Intel Core i3,8,256,SSD,RTX 3050,15.6,No,417.99
New,LG,Gram,Intel Core i7,16,512,SSD,RTX 2050,17.0,No,1409.01
New,Asus,ROG,Intel Core i9,32,2000,SSD,RTX 4090,16.0,No,4299.0
New,Lenovo,IdeaPad,AMD Ryzen 5,16,512,SSD,RTX 3050,15.6,No,879.0
New,Apple,MacBook Pro,Apple M1,32,1000,SSD,RTX 3050,16.2,No,3849.0
New,Acer,Predator,Intel Core i7,16,512,SSD,RTX 3060,14.0,No,1739.0
New,Asus,VivoBook,Intel Core i5,16,1000,SSD,RTX 3050,15.6,No,665.0
New,Asus,TUF,Intel Core i7,32,1000,SSD,RTX 4050,15.6,No,1699.01
New,Acer,Nitro,Intel Core i7,16,512,SSD,RTX 3060,17.3,No,1629.0
New,Primux,Ioxbook,Intel Core i3,8,256,SSD,RTX 3050,15.6,No,283.42
New,Lenovo,Legion,AMD Ryzen 5,8,512,SSD,RTX 3060,15.6,No,1252.5
New,Asus,ROG,Intel Core i9,32,1000,SSD,RTX 3080,15.6,No,3499.0
New,Lenovo,IdeaPad,Intel Core i5,16,512,SSD,RTX 3050,14.0,Yes,829.01
New,Samsung,Galaxy Book,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,1169.01
New,Asus,VivoBook,Intel Core i7,16,512,SSD,RTX 3050,16.0,No,769.0
New,Lenovo,V15,AMD Ryzen 3,8,512,SSD,RTX 3050,15.6,No,399.0
New,Lenovo,IdeaPad,AMD Ryzen 7,16,1000,SSD,RTX 3060,15.6,No,1269.0
Refurbished,Acer,Nitro,Intel Core i5,16,1000,SSD,RTX 3060,15.6,No,881.13
New,LG,Gram,Intel Evo Core i7,16,512,SSD,RTX 3050,15.0,No,1549.0
New,HP,Victus,AMD Ryzen 7,16,512,SSD,RTX 3050,16.1,No,1629.0
New,Samsung,Galaxy Book,Intel Core i5,8,512,SSD,RTX 3050,15.6,No,924.98
New,LG,Gram,Intel Evo Core i7,32,512,SSD,RTX 3050,17.0,No,2360.08
New,HP,Pavilion,Intel Core i7,16,1000,SSD,RTX 3050,14.0,No,1409.01
New,Dell,Vostro,AMD Ryzen 5,8,256,SSD,RTX 3050,16.0,No,829.0
New,HP,Pavilion,Intel Core i7,16,1000,SSD,RTX 3050,14.0,No,1629.0
New,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4080,17.3,No,3599.0
New,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 4080,17.3,No,2999.01
New,Asus,VivoBook,Intel Core i3,8,256,SSD,RTX 3050,14.0,No,549.0
New,Asus,VivoBook,Intel Core i7,32,512,SSD,RTX 3050,16.0,No,2089.0
New,Apple,MacBook Air,Apple M2,8,512,SSD,RTX 3050,13.6,No,1869.0
New,Dell,Vostro,Intel Core i5,8,512,SSD,RTX 3050,15.6,No,738.55
New,MSI,Katana,Intel Core i5,16,512,SSD,RTX 3060,15.6,No,1349.0
New,Acer,Predator,Intel Core i7,32,1000,SSD,RTX 3070,15.6,No,2389.0
New,Asus,VivoBook,Intel Core i5,16,512,SSD,RTX 3050,17.3,No,889.0
New,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4090,17.3,No,3818.77
New,Apple,MacBook Air,Apple M2,8,512,SSD,RTX 3050,15.3,No,1829.0
New,Gigabyte,Aorus,Intel Core i7,16,1000,SSD,RTX 3070,15.6,No,1949.01
New,Primux,Ioxbook,AMD Ryzen 5,8,512,SSD,RTX 3050,15.6,No,338.81
New,Asus,VivoBook,Intel Pentium,8,128,SSD,RTX 3050,13.3,Yes,776.14
New,Lenovo,IdeaPad,Intel Core i7,16,512,SSD,RTX 3050,14.0,Yes,979.0
New,Apple,MacBook Air,Apple M2,16,512,SSD,RTX 3050,13.6,No,1969.01
New,Acer,Nitro,Intel Core i7,16,512,SSD,RTX 3050,17.3,No,1539.0
New,Asus,Chromebook,Intel Celeron,4,32,eMMC,RTX 3050,14.0,No,299.0
New,Alurin,Flex Advance,AMD Ryzen 5,8,500,SSD,RTX 3050,15.6,No,459.0
New,Lenovo,V15,Intel Celeron,8,256,SSD,RTX 3050,15.6,No,322.49
New,MSI,Summit,Intel Evo Core i7,32,1000,SSD,RTX 3050,13.4,Yes,1899.0
New,Acer,Extensa,Intel Core i3,8,256,SSD,RTX 3050,15.6,No,413.99
New,Acer,Predator,Intel Core i7,16,1000,SSD,RTX 3060,16.0,No,1929.01
New,Lenovo,IdeaPad,AMD Ryzen 7,8,512,SSD,RTX 3050,15.6,No,730.97
New,MSI,Creator,Intel Core i7,16,1000,SSD,RTX 3050,16.0,No,1699.01
New,MSI,Creator,Intel Core i7,16,1000,SSD,RTX 4050,16.0,No,1899.01
New,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 4070,16.0,No,2578.38
New,Medion,Erazer,Intel Core i5,16,1000,SSD,RTX 4050,15.6,No,1119.01
New,Medion,Erazer,Intel Core i7,16,1000,SSD,RTX 4060,17.3,No,1629.0
New,HP,Omen,Intel Core i9,32,1000,SSD,RTX 3070,16.1,No,2399.01
New,MSI,Summit,Intel Evo Core i7,16,512,SSD,RTX 3050,13.4,Yes,1709.0
New,HP,Omen,Intel Core i7,32,1000,SSD,RTX 3060,17.3,No,1799.0
New,Lenovo,IdeaPad,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,729.0
New,MSI,Raider,Intel Core i9,32,1000,SSD,RTX 4060,16.0,No,2899.0
New,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4060,16.0,No,2059.76
New,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4060,16.0,No,2459.01
New,Asus,TUF,Intel Core i7,32,1000,SSD,RTX 3070,15.6,No,1889.0
New,MSI,Stealth,Intel Core i7,16,1000,SSD,RTX 4060,16.0,No,2249.0
New,HP,Victus,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,1049.99
New,Asus,ROG,Intel Core i9,32,1000,SSD,RTX 4080,16.0,No,3099.0
New,Prixton,Flex,Intel Celeron,4,64,SSD,RTX 3050,11.6,Yes,329.95
New,MSI,Titan,Intel Core i9,128,2000,SSD,RTX 4090,17.3,No,5999.0
New,Alurin,Go,Intel Pentium,8,128,SSD,RTX 3050,14.1,No,385.0
New,LG,Gram,Intel Evo Core i7,16,512,SSD,RTX 3050,17.0,No,1799.0
New,Asus,ROG,Intel Core i9,32,1000,SSD,RTX 4070,16.0,Yes,2999.0
New,Samsung,Galaxy Book,Intel Evo Core i7,16,512,SSD,RTX 3050,16.0,Yes,2089.0
New,Alurin,Flex Advance,Intel Core i7,16,500,SSD,RTX 3050,15.6,No,739.0
New,HP,Envy,Intel Core i7,16,1000,SSD,RTX 3060,16.0,No,1999.0
New,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4070,16.0,No,2749.0
New,Acer,Swift,AMD Ryzen 7,16,1000,SSD,RTX 3050,14.0,No,1473.01
New,MSI,Creator,Intel Core i9,32,1000,SSD,RTX 4060,16.0,Yes,2899.0
New,Samsung,Galaxy Book,Intel Evo Core i5,16,512,SSD,RTX 3050,13.3,Yes,1489.0
New,Asus,VivoBook,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,615.97
New,Gigabyte,Aero,Intel Core i7,16,1000,SSD,RTX 4050,14.0,No,1969.01
New,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 4070,16.0,Yes,2949.0
New,MSI,Stealth,Intel Core i7,16,1000,SSD,RTX 4060,14.0,No,2349.01
Refurbished,Apple,MacBook Pro,Intel Core i5,8,256,SSD,RTX 3050,13.0,No,634.25
New,Asus,ZenBook,Intel Core i7,32,1000,SSD,RTX 3060,15.6,Yes,2799.0
New,Asus,ROG,AMD Ryzen 9,64,2000,SSD,RTX 4090,16.0,No,5159.0
New,Gigabyte,Aero,Intel Core i7,16,2000,SSD,RTX 3070,17.3,No,2999.0
New,Microsoft,Surface Go,Intel Pentium,8,128,SSD,RTX 3050,10.5,Yes,599.01
New,HP,Victus,Intel Core i7,16,512,SSD,RTX 4050,15.6,No,1299.01
New,MSI,Prestige,Intel Core i7,16,1000,SSD,RTX 3050,16.0,No,1889.0
New,Apple,MacBook Pro,Apple M2,32,1000,SSD,RTX 3050,16.2,No,3799.0
New,Apple,MacBook Pro,Apple M2,32,1000,SSD,RTX 3050,14.2,No,3379.01
New,Apple,MacBook Air,Apple M1,8,512,SSD,RTX 3050,13.3,No,1349.0
Refurbished,HP,EliteBook,Intel Core i5,16,256,SSD,RTX 3050,14.0,No,291.69
New,Gigabyte,Aero,Intel Core i7,16,1000,SSD,RTX 4070,16.0,No,2309.01
New,Primux,Ioxbook,Intel Celeron,4,128,SSD,RTX 3050,14.0,No,208.99
New,Lenovo,IdeaPad,AMD Ryzen 5,16,512,SSD,RTX 3050,15.6,No,689.01
New,Apple,MacBook Pro,Apple M2,8,512,SSD,RTX 3050,13.3,No,1849.0
New,Asus,VivoBook,AMD Ryzen 5,8,512,SSD,RTX 3050,16.0,No,437.87
New,Lenovo,V15,Intel Core i3,8,256,SSD,RTX 3050,15.6,No,443.01
New,Apple,MacBook Pro,Apple M2 Pro,16,1000,SSD,RTX 3050,14.2,No,2729.01
New,Acer,Aspire,AMD Ryzen 5,8,512,SSD,RTX 3050,15.6,No,819.0
New,MSI,Creator,Intel Core i7,16,1000,SSD,RTX 4060,16.0,Yes,2649.0
New,MSI,Stealth,Intel Core i7,16,1000,SSD,RTX 4050,14.0,No,1989.01
New,MSI,Summit,Intel Core i7,16,1000,SSD,RTX 3050,14.0,Yes,1749.82
New,Microsoft,Surface Laptop,Intel Evo Core i5,8,512,SSD,RTX 3050,13.5,Yes,1419.0
New,PcCom,Revolt,Intel Core i7,32,500,SSD,RTX 3060,15.6,No,1699.0
New,Lenovo,V15,AMD Ryzen 7,16,512,SSD,RTX 3050,15.6,No,619.99
New,MSI,Summit,Intel Evo Core i7,16,1000,SSD,RTX 3050,14.0,Yes,1689.0
New,HP,255,AMD Ryzen 3,8,256,SSD,RTX 3050,15.6,No,386.05
New,Prixton,Netbook Pro,Intel Celeron,4,64,eMMC,RTX 3050,14.1,No,299.94
New,HP,15S,AMD Ryzen 3,8,512,SSD,RTX 3050,15.6,No,416.0
New,Lenovo,V15,AMD Ryzen 5,8,256,SSD,RTX 3050,15.6,No,529.0
New,Microsoft,Surface Laptop,Intel Core i5,8,128,SSD,RTX 3050,12.4,Yes,769.0
New,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 4060,14.0,No,2299.0
New,Asus,ROG,AMD Ryzen 9,16,1000,SSD,RTX 4060,13.4,Yes,1999.0
New,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 4080,17.0,No,3699.0
New,Alurin,Flex Advance,Intel Core i5,8,500,SSD,RTX 3050,15.6,No,600.0
New,HP,250,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,609.01
New,HP,Chromebook,AMD Athlon,4,64,eMMC,RTX 3050,14.0,No,419.0
New,Gigabyte,Aorus,Intel Core i9,16,1000,SSD,RTX 4070,15.6,No,2179.0
New,Microsoft,Surface Pro,Intel Evo Core i7,16,256,SSD,RTX 3050,13.0,Yes,1859.0
New,Apple,MacBook Pro,Apple M2 Pro,32,512,SSD,RTX 3050,14.2,No,2719.0
New,MSI,Modern,Intel Core i5,8,512,SSD,RTX 3050,15.6,No,799.0
New,MSI,Stealth,Intel Core i7,16,1000,SSD,RTX 4060,14.0,No,2159.0
New,Asus,M515UA,AMD Ryzen 7,8,512,SSD,RTX 3050,15.6,No,683.81
New,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 3050,16.0,No,1699.01
New,Asus,ROG,Intel Core i9,16,1000,SSD,RTX 4050,13.4,Yes,2099.0
New,Apple,MacBook Pro,Apple M2 Pro,32,1000,SSD,RTX 3050,14.2,No,2939.01
New,MSI,Summit,Intel Core i7,32,1000,SSD,RTX 4050,16.0,Yes,2099.0
New,HP,Notebook,Intel Celeron,4,64,eMMC,RTX 3050,14.0,No,329.0
New,Asus,M515UA,AMD Ryzen 5,8,512,SSD,RTX 3050,15.6,No,402.99
New,Lenovo,V15,Intel Core i5,8,256,SSD,RTX 3050,15.6,No,461.32
Refurbished,Lenovo,ThinkPad,Intel Core i5,16,256,SSD,RTX 3050,14.0,No,574.0
New,Asus,ROG,Intel Core i9,32,2000,SSD,RTX 4080,16.0,No,3499.01
New,Microsoft,Surface Laptop,Intel Evo Core i5,8,512,SSD,RTX 3050,13.5,Yes,1419.0
New,Microsoft,Surface Pro,Intel Evo Core i5,8,256,SSD,RTX 3050,13.0,Yes,1299.0
New,LG,Gram,Intel Evo Core i7,16,512,SSD,RTX 3050,17.0,No,1699.0
New,HP,470,Intel Core i7,16,512,SSD,MX 550,17.3,No,1300.0
New,Asus,VivoBook,Intel Core i3,8,512,SSD,RTX 3050,15.6,No,372.0
New,Razer,Blade,Intel Core i9,32,2000,SSD,RTX 4090,16.0,No,4999.01
New,Asus,ROG,AMD Ryzen 7,32,1000,SSD,RTX 3070,15.6,No,2079.01
New,Dell,Vostro,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,997.79
New,LG,Gram,Intel Core i5,16,512,SSD,RTX 3050,14.0,No,1149.0
New,Primux,Ioxbook,Intel Celeron,8,256,SSD,RTX 3050,15.6,No,229.0
New,HP,15S,Intel Core i3,8,256,SSD,RTX 3050,15.6,No,552.33
New,Apple,MacBook Pro,Apple M2 Pro,16,512,SSD,RTX 3050,16.2,No,2729.01
New,Microsoft,Surface Pro,Intel Evo Core i5,8,256,SSD,RTX 3050,13.0,Yes,1299.0
New,Alurin,Go,Intel Pentium,8,256,SSD,RTX 3050,14.1,No,329.91
New,HP,Spectre,Intel Evo Core i7,16,1000,SSD,RTX 3050,13.5,Yes,1699.01
New,LG,Gram,Intel Evo Core i7,32,1000,SSD,RTX 3050,15.0,No,1929.01
New,Samsung,Galaxy Book,Intel Evo Core i7,16,512,SSD,RTX 3050,16.0,No,1949.99
New,Lenovo,ThinkPad,Intel Core i5,8,256,SSD,RTX 3050,15.6,No,1174.99
New,Lenovo,IdeaPad,AMD Ryzen 5,8,256,SSD,GTX 1650,15.6,No,834.11
New,Alurin,Flex,Intel Core i3,8,128,SSD,RTX 3050,14.0,No,399.0
New,Medion,Akoya,AMD Ryzen 3,8,256,SSD,RTX 3050,15.6,No,529.0
New,Microsoft,Surface Laptop,AMD Ryzen 7,8,256,SSD,RTX 3050,15.0,Yes,1449.0
New,Razer,Blade,Intel Core i9,16,1000,SSD,RTX 4060,16.0,No,3099.0
New,Razer,Blade,Intel Core i9,16,1000,SSD,RTX 4070,16.0,No,3499.01
New,Alurin,Alurin,AMD Radeon 5,8,256,SSD,RTX 3050,15.6,No,499.0
New,Alurin,Flex Advance,AMD Ryzen 5,8,500,SSD,RTX 3050,15.6,No,559.0
New,Razer,Blade,Intel Core i9,32,1000,SSD,RTX 4070,16.0,No,3799.99
New,Asus,ZenBook,Intel Evo Core i7,16,512,SSD,RTX 3050,14.0,No,1259.01
New,Alurin,Flex Advance,Intel Core i5,8,256,SSD,RTX 3050,15.6,No,440.0
New,Apple,MacBook Air,Apple M2,8,256,SSD,RTX 3050,15.3,No,1599.0
New,HP,250,Intel Core i3,8,512,SSD,RTX 3050,15.6,No,398.1
Refurbished,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 4060,17.3,No,2099.0
New,HP,15S,Intel Core i5,8,256,SSD,RTX 3050,15.6,No,454.33
New,HP,15S,Intel Core i5,8,512,SSD,RTX 3050,15.6,No,494.81
New,Alurin,Flex Advance,AMD Ryzen 5,8,256,SSD,RTX 3050,15.6,No,399.0
New,Asus,TUF,Intel Core i5,16,512,SSD,GTX 1650,15.6,No,719.01
New,Alurin,Alurin,Intel Core i7,8,500,SSD,RTX 3050,15.6,No,869.0
New,HP,250,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,824.0
New,Apple,MacBook Pro,Apple M2 Pro,32,1000,SSD,RTX 3050,16.2,No,3499.01
New,Lenovo,V15,Intel Core i3,8,256,SSD,RTX 3050,15.6,No,495.99
New,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 4070,17.0,No,2999.0
New,Lenovo,ThinkBook,Intel Core i7,16,1000,SSD,GTX 1650,15.6,No,1219.0
New,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,1395.0
New,Asus,ExpertBook,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,695.0
New,MSI,Creator,Intel Core i9,64,2000,SSD,RTX 4060,16.0,Yes,3061.31
New,HP,250,Intel Core i3,8,512,SSD,RTX 3050,15.6,No,453.0
New,Acer,Chromebook,Intel Celeron,8,128,eMMC,RTX 3050,17.3,No,499.0
New,Dynabook Toshiba,Satellite Pro,Intel Core i7,8,256,SSD,RTX 3050,15.6,No,699.0
New,HP,15S,Intel Core i3,8,256,SSD,RTX 3050,15.6,No,393.59
New,Dell,XPS,Intel Core i5,16,512,SSD,RTX 3050,13.4,No,2063.26
New,HP,Omen,Intel Core i7,32,1000,SSD,RTX 4080,17.3,No,2999.01
New,Lenovo,Legion,Intel Core i9,32,1000,SSD,RTX 4070,16.0,No,2689.01
