Status,Brand,Model,CPU,RAM,Storage,Storagetype,GPU,Screen,Touch,FinalPrice
New,Acer,ConceptD,Intel Core i7,16,512,SSD,GTX 1650,16.0,No,1799.0
New,Lenovo,V15,Intel Core i5,8,512,SSD,RTX 3050,15.6,No,579.9
New,Acer,Predator,Intel Core i7,16,1000,SSD,RTX 3060,17.3,No,1799.0
New,Asus,F515,Intel Core i3,8,256,SSD,RTX 3050,15.6,No,408.0
New,Acer,Chromebook,Intel Core i7,16,256,SSD,RTX 3050,16.0,No,1139.01
New,Acer,Nitro,AMD Ryzen 9,16,1000,SSD,RTX 3080,15.6,No,2399.01
New,Dell,Latitude,Intel Core i5,8,256,SSD,RTX 3050,15.0,No,1599.0
New,Lenovo,IdeaPad,Intel Core i5,8,512,SSD,RTX 3050,16.0,No,1274.37
New,Lenovo,Legion,AMD Ryzen 7,16,1000,SSD,RTX 3060,15.6,No,1553.68
New,MSI,Creator,Intel Core i7,16,1000,SSD,RTX A1000,16.0,No,1980.2
New,MSI,Creator,Intel Core i7,16,1000,SSD,RTX A1000,16.0,No,1772.43
New,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 3000,16.0,No,2707.44
New,MSI,Katana,Intel Core i7,16,1000,SSD,RTX 4060,17.3,No,1999.0
New,Asus,ExpertBook,Intel Core i5,8,256,SSD,RTX 3050,14.0,Yes,839.0
New,Asus,ExpertBook,Intel Core i5,16,512,SSD,RTX 3050,14.0,No,650.13
New,Microsoft,Surface Pro,Intel Evo Core i7,16,512,SSD,RTX 3050,13.0,Yes,2189.0
New,Microsoft,Surface Laptop,Intel Core i5,16,256,SSD,RTX 3050,14.4,Yes,1699.01
New,Asus,ExpertBook,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,800.0
Refurbished,HP,EliteBook,Intel Core i5,8,256,SSD,RTX 3050,15.6,No,675.0
New,MSI,Creator,Intel Core i7,16,1000,SSD,RTX 3050,16.0,No,1499.0
New,HP,15S,AMD Ryzen 3,8,256,SSD,RTX 3050,15.6,No,431.99
New,HP,ProBook,AMD Ryzen 7,16,512,SSD,RTX 3050,15.6,No,899.99
New,Asus,E510,Intel Celeron,8,256,SSD,RTX 3050,15.6,No,329.99
New,Alurin,Go,Intel Pentium,8,256,SSD,RTX 3050,14.1,No,399.0
New,HP,ProBook,Intel Core i7,16,1000,SSD,RTX 3050,15.6,No,1312.0
New,HP,Victus,Intel Core i7,8,512,SSD,RTX 3050,16.1,No,1329.51
New,Lenovo,IdeaPad,Intel Core i5,8,512,SSD,RTX 3050,15.6,No,599.0
New,Acer,Extensa,Intel Core i5,8,256,SSD,RTX 3050,0.0,No,524.99
New,MSI,Modern,Intel Core i7,16,1000,SSD,RTX 3050,14.0,No,1149.0
Refurbished,Microsoft,Surface Pro,Intel Core i5,8,256,SSD,RTX 3050,12.3,Yes,1349.0
New,MSI,Creator,Intel Core i9,64,1000,SSD,RTX 4070,16.0,Yes,3289.01
Refurbished,MSI,Creator,Intel Core i9,64,2000,SSD,RTX 4070,17.0,Yes,3394.99
New,HP,250,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,786.14
New,Asus,VivoBook,AMD Ryzen 7,16,1000,SSD,RTX 3050,15.6,No,1501.55
New,Apple,MacBook Pro,Apple M2 Pro,16,1000,SSD,RTX 3050,16.2,No,2999.01
New,Asus,TUF,AMD Ryzen 7,16,512,SSD,RTX 4060,15.6,No,1499.96
Refurbished,Dell,Latitude,Intel Core i5,8,128,SSD,RTX 3050,14.0,No,379.0
Refurbished,Lenovo,ThinkPad,Intel Core i5,16,256,SSD,RTX 3050,14.0,No,575.0
New,Samsung,Galaxy Book,Intel Evo Core i7,16,512,SSD,RTX 3050,14.0,No,1889.0
New,Lenovo,Yoga,AMD Ryzen 5,8,512,SSD,RTX 3050,14.0,No,979.0
New,LG,Gram,Intel Evo Core i7,32,512,SSD,RTX 3050,17.0,No,2399.0
Refurbished,HP,EliteBook,Intel Core i5,8,256,SSD,RTX 3050,14.0,No,210.14
New,Asus,ROG,Intel Core i9,32,1000,SSD,RTX 4070,16.0,No,2459.01
New,Lenovo,V15,Intel Core i5,8,512,SSD,RTX 3050,15.6,No,509.0
New,Dynabook Toshiba,Satellite Pro,Intel Core i3,8,256,SSD,RTX 3050,15.6,No,679.0
Refurbished,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 4070,17.3,No,2499.0
New,Gigabyte,Aorus,Intel Core i5,8,512,SSD,RTX 4060,15.6,No,1086.85
New,Medion,Beast,Intel Core i9,32,2000,SSD,RTX 4090,17.0,No,3799.0
New,MSI,Prestige,Intel Core i7,32,1000,SSD,RTX 3050,16.0,No,1929.01
Refurbished,Lenovo,Legion,AMD Ryzen 7,16,512,SSD,RTX 3070,15.6,No,1180.29
New,Alurin,Flex Advance,Intel Core i5,8,256,SSD,RTX 3050,14.0,No,540.0
New,HP,Omen,Intel Core i7,32,1000,SSD,RTX 3060,17.3,No,1699.01
New,Alurin,Flex,Intel Core i3,8,256,SSD,RTX 3050,14.0,No,429.9
New,Acer,Aspire,Intel Core i3,8,256,SSD,RTX 3050,15.6,No,385.2
New,Acer,TravelMate,Intel Core i5,8,256,SSD,RTX 3050,15.6,No,725.0
New,Acer,Extensa,Intel Core i5,8,512,SSD,RTX 3050,15.6,No,589.0
New,Asus,ExpertBook,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,884.99
New,HP,Chromebook,Intel Celeron,4,32,SSD,RTX 3050,11.6,Yes,282.57
New,LG,Gram,Intel Evo Core i7,32,1000,SSD,RTX 3050,14.0,No,1999.0
New,Acer,Extensa,Intel Core i3,8,256,SSD,RTX 3050,15.6,No,430.99
New,LG,Gram,Intel Evo Core i7,32,512,SSD,RTX 3050,16.0,No,2349.0
New,Microsoft,Surface Laptop,Intel Evo Core i7,8,256,SSD,RTX 3050,15.0,Yes,1529.0
Refurbished,HP,EliteBook,Intel Core i7,16,512,SSD,RTX 3050,14.0,No,588.0
New,Dynabook Toshiba,Portégé,Intel Core i7,16,512,SSD,RTX 3050,13.3,No,1805.01
Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,SSD,RTX 3050,14.0,No,399.0
New,Dynabook Toshiba,Tecra,Intel Core i5,8,256,SSD,RTX 3050,15.6,No,899.01
New,Asus,ZenBook,AMD Ryzen 5,16,512,SSD,RTX 3050,14.0,No,856.0
New,Alurin,Flex,Intel Core i3,8,512,SSD,RTX 3050,14.0,No,529.0
New,Apple,MacBook Pro,Apple M2 Pro,16,1000,SSD,RTX 3050,14.2,No,2749.0
Refurbished,HP,EliteBook,Intel Core i5,8,256,SSD,RTX 3050,15.6,No,899.01
New,Apple,MacBook Pro,Apple M2 Pro,16,512,SSD,RTX 3050,16.2,No,2789.0
New,Thomson,Neo,Intel Celeron,4,64,eMMC,RTX 3050,14.1,No,201.05
New,Asus,VivoBook,Intel Core i5,8,512,SSD,RTX 3050,15.6,No,505.01
New,Alurin,Flex Advance,AMD Ryzen 5,16,500,SSD,RTX 3050,15.6,No,499.0
New,Asus,VivoBook,Intel Core i3,8,256,SSD,RTX 3050,15.6,No,355.0
New,Asus,ZenBook,AMD Ryzen 7,16,512,SSD,RTX 3050,14.0,No,1199.0
New,Acer,ConceptD,Intel Core i7,16,1000,SSD,T 1200,16.0,No,1899.0
New,Lenovo,V15,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,969.0
New,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,GTX 1650,15.6,No,2039.0
New,Asus,ExpertBook,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,860.0
New,Lenovo,ThinkPad,Intel Core i5,16,256,SSD,RTX 3050,14.0,No,869.0
Refurbished,Acer,Predator,Intel Core i7,32,1000,SSD,RTX 3070,17.3,No,1417.19
Refurbished,MSI,Modern,AMD Ryzen 5,8,512,SSD,RTX 3050,14.0,No,659.44
New,HP,15S,AMD 3020e,8,256,SSD,RTX 3050,15.6,No,301.01
Refurbished,HP,Pavilion,AMD Ryzen 7,16,512,SSD,RTX 3050,13.3,No,663.69
New,Dynabook Toshiba,Tecra,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,1637.0
New,Apple,MacBook Pro,Apple M2,32,1000,SSD,RTX 3050,14.2,No,3399.0
New,Asus,ExpertBook,Intel Core i7,16,512,SSD,RTX 3050,14.0,No,800.0
Refurbished,Apple,MacBook Pro,Intel Core i7,16,512,SSD,Radeon Pro 5300M,16.0,No,1093.69
New,Lenovo,V15,Intel Celeron,4,128,SSD,RTX 3050,15.6,No,279.0
New,Asus,TUF,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,1481.63
New,Dell,Latitude,Intel Core i5,8,256,SSD,RTX 3050,15.6,No,879.0
New,LG,Ultra,AMD Ryzen 5,8,512,SSD,RTX 3050,16.0,No,969.0
New,Lenovo,Yoga,Intel Evo Core i5,8,512,SSD,RTX 3050,14.0,No,979.0
New,MSI,Katana,Intel Core i7,16,1000,SSD,RTX 3050,15.6,No,1199.0
New,Medion,Beast,Intel Core i9,32,1000,SSD,RTX 4080,17.0,No,3199.01
New,Medion,Erazer,Intel Core i7,16,1000,SSD,A 730M,16.0,No,1699.0
New,Razer,Blade,Intel Core i7,16,1000,SSD,RTX 3070,17.3,No,3500.0
New,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 4090,14.0,No,4599.0
New,Apple,MacBook Air,Apple M2,8,512,SSD,RTX 3050,15.3,No,1829.0
New,Apple,MacBook Air,Apple M2,8,512,SSD,RTX 3050,15.3,No,1829.0
New,Microsoft,Surface Laptop,Intel Core i5,16,512,SSD,RTX 3050,14.4,Yes,1899.0
New,Razer,Blade,Intel Core i7,32,1000,SSD,RTX 3080,15.6,No,4099.0
New,Razer,Blade,Intel Core i9,32,1000,SSD,RTX 3070,17.3,No,4499.99
New,Razer,Blade,Intel Core i9,16,1000,SSD,RTX 3070,17.3,No,3899.99
New,Samsung,Galaxy Book,Intel Evo Core i7,16,1000,SSD,RTX 4050,16.0,No,2999.01
Refurbished,Dell,Latitude,Intel Core i5,16,256,SSD,RTX 3050,14.0,No,499.0
Refurbished,Razer,Blade,AMD Ryzen 9,16,1000,SSD,RTX 3070,14.0,No,2899.99
New,Lenovo,IdeaPad,Intel Core i3,8,256,SSD,RTX 3050,13.3,Yes,699.0
New,Asus,VivoBook,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,755.0
New,Asus,ExpertBook,Intel Core i5,8,1000,SSD,RTX 3050,15.6,No,789.0
New,Lenovo,Chromebook,Intel Celeron,4,128,SSD,RTX 3050,11.6,Yes,451.0
New,HP,250,Intel Core i5,8,512,SSD,RTX 3050,15.6,No,569.99
New,Asus,VivoBook,Intel Core i7,16,512,SSD,RTX 3050,14.0,No,789.0
New,Asus,TUF,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,909.99
New,Denver,Electronics,Intel Celeron,4,256,SSD,RTX 3050,14.0,No,329.95
New,HP,15S,Intel Core i7,8,512,SSD,RTX 3050,15.6,No,730.01
New,Microsoft,Surface Pro,Intel Evo Core i7,16,1000,SSD,RTX 3050,13.0,Yes,2529.0
New,Asus,ROG,Intel Core i9,16,1000,SSD,RTX 3050,13.4,Yes,2420.65
New,Samsung,Galaxy Book,Intel Evo Core i9,32,1000,SSD,RTX 4070,16.0,No,3699.01
New,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,RTX 3050,13.3,No,1333.57
New,HP,15S,Intel Core i5,8,1000,SSD,RTX 3050,15.6,No,749.0
New,Dynabook Toshiba,Satellite Pro,Intel Core i5,8,512,SSD,RTX 3050,15.6,No,739.0
New,HP,ProBook,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,1041.0
Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,SSD,RTX 3050,14.0,No,799.0
New,LG,Gram,Intel Evo Core i7,16,512,SSD,RTX 3050,15.0,No,1699.0
New,Asus,VivoBook,Intel Core i5,8,256,SSD,RTX 3050,15.6,No,454.23
New,Microsoft,Surface Pro,Intel Core i5,8,256,SSD,RTX 3050,12.3,Yes,1143.16
New,Apple,MacBook Pro,Apple M2 Pro,32,1000,SSD,RTX 3050,14.2,No,3279.0
New,Asus,VivoBook,Intel Core i5,8,512,SSD,RTX 3050,15.6,No,502.0
New,HP,15S,Intel Core i3,8,256,SSD,RTX 3050,15.6,No,416.87
New,HP,Chromebook,Intel Celeron,4,32,SSD,RTX 3050,11.6,No,230.14
New,Acer,Extensa,AMD Ryzen 5,8,512,SSD,RTX 3050,15.6,No,379.01
New,Microsoft,Surface Laptop,Intel Core i7,16,512,SSD,RTX 3050,14.4,Yes,2199.01
New,Alurin,Flex Advance,Intel Core i5,8,256,SSD,RTX 3050,15.6,No,549.0
New,Medion,Beast,Intel Core i7,32,1000,SSD,RTX 3070,17.3,No,2599.0
New,Acer,Aspire,Intel Core i7,8,512,SSD,RTX 3050,15.6,No,1249.01
New,MSI,Modern,Intel Core i5,8,512,SSD,RTX 3050,14.0,No,799.0
New,Thomson,Neo,Intel Core i5,8,512,SSD,RTX 3050,15.6,No,399.0
New,Alurin,Flex Advance,Intel Core i5,16,500,SSD,RTX 3050,15.6,No,539.01
New,Lenovo,ThinkBook,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,1199.0
New,Asus,F515,Intel Core i5,8,512,SSD,RTX 3050,15.6,No,609.01
New,Asus,VivoBook,Intel Core i3,8,512,SSD,RTX 3050,15.6,No,449.9
New,Acer,Aspire,Intel Core i5,8,256,SSD,RTX 3050,15.6,No,529.0
New,HP,255,AMD Ryzen 3,8,512,SSD,RTX 3050,15.6,No,495.33
New,Apple,MacBook Pro,Apple M2 Pro,32,512,SSD,RTX 3050,16.2,No,3279.0
New,HP,250,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,880.53
New,Acer,Extensa,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,670.67
New,HP,14S,AMD Athlon,8,512,SSD,RTX 3050,14.0,No,424.0
New,PcCom,Revolt,Intel Core i5,16,500,SSD,RTX 3050,15.6,No,1329.9
New,PcCom,Revolt,Intel Core i7,16,500,SSD,RTX 3050,15.6,No,1479.9
New,PcCom,Revolt,Intel Core i5,16,500,SSD,RTX 4050,15.6,No,1349.9
New,PcCom,Revolt,Intel Core i5,16,500,SSD,RTX 4050,15.6,No,1479.9
New,PcCom,Revolt,Intel Core i5,16,500,SSD,RTX 4060,15.6,No,1679.9
New,PcCom,Revolt,Intel Core i7,16,500,SSD,RTX 4060,15.6,No,1699.9
New,Microsoft,Surface Laptop,Intel Evo Core i7,16,512,SSD,RTX 3050,15.0,Yes,2079.0
New,Alurin,Flex Advance,Intel Core i5,16,500,SSD,RTX 3050,15.6,No,639.0
New,Asus,VivoBook,Intel Celeron,4,128,eMMC,RTX 3050,14.0,Yes,345.0
New,Lenovo,V15,Intel Core i5,8,256,SSD,RTX 3050,15.6,No,719.0
New,Samsung,Galaxy Book,Intel Evo Core i7,16,512,SSD,RTX 3050,15.6,Yes,1854.36
New,Asus,VivoBook,Intel Core i7,8,512,SSD,RTX 3050,15.6,No,628.04
New,HP,ProBook,AMD Ryzen 7,32,1000,SSD,RTX 3050,15.6,No,999.0
New,LG,Gram,Intel Core i7,16,512,SSD,RTX 3050,17.0,No,1859.01
New,PcCom,Revolt,Intel Core i7,16,500,SSD,RTX 4060,15.6,No,1849.9
New,Medion,Classmate Pro,Intel Core i3,8,256,SSD,RTX 3050,14.0,No,429.0
New,LG,Gram,Intel Evo Core i7,16,1000,SSD,RTX 3050,14.0,Yes,1899.01
New,Lenovo,Legion,Intel Core i9,32,1000,SSD,RTX 4090,16.0,No,4199.0
New,Lenovo,V15,Intel Core i3,8,512,SSD,RTX 3050,15.6,No,465.0
New,PcCom,Revolt,Intel Core i5,16,500,SSD,RTX 4060,15.6,No,1549.9
New,HP,15S,AMD 3020e,8,256,SSD,RTX 3050,15.6,No,366.0
New,Acer,Aspire,Intel Celeron,8,256,SSD,RTX 3050,15.6,No,359.01
New,Dell,Vostro,Intel Core i5,8,512,SSD,RTX 3050,14.0,No,743.0
New,HP,15S,Intel Celeron,8,256,SSD,RTX 3050,15.6,No,323.45
New,MSI,Prestige,Intel Core i7,32,1000,SSD,GTX 1650,15.6,No,1999.0
New,PcCom,Revolt,Intel Core i7,16,1000,SSD,RTX 3050,15.6,No,1449.9
New,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,MX 550,15.6,No,1405.19
New,Asus,VivoBook,Intel Core i7,8,512,SSD,RTX 3050,15.6,No,849.0
New,Asus,ROG,Intel Core i9,64,1000,SSD,RTX 3080,17.3,No,4299.01
Refurbished,MSI,Prestige,Intel Core i7,16,512,SSD,RTX 3050,13.3,No,867.53
New,Microsoft,Surface Laptop,AMD Ryzen 5,8,256,SSD,RTX 3050,13.5,Yes,1129.0
New,HP,17,Intel Celeron,4,128,SSD,RTX 3050,17.3,No,391.0
New,Acer,Aspire,AMD Ryzen 7,8,512,SSD,RTX 3050,15.6,No,809.01
New,Acer,ConceptD,Intel Core i7,16,1000,SSD,T 1200,16.0,No,1471.61
New,Dell,XPS,Intel Core i7,16,512,SSD,RTX 3050,13.4,Yes,2139.73
New,HP,250,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,1057.0
New,HP,ProBook,AMD Ryzen 5,8,256,SSD,RTX 3050,13.3,No,1069.0
New,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 4070,17.3,No,2303.1
New,Microsoft,Surface Laptop,AMD Ryzen 7,8,512,SSD,RTX 3050,15.0,Yes,1649.0
New,Microsoft,Surface Laptop,Intel Evo Core i7,8,512,SSD,RTX 3050,15.0,Yes,1749.0
New,Microsoft,Surface Laptop,Intel Core i7,32,2000,SSD,RTX 3050,14.4,Yes,3199.0
New,PcCom,Revolt,Intel Core i7,16,500,SSD,RTX 3050,15.6,No,1349.9
New,Acer,Predator,Intel Core i7,32,1000,SSD,RTX 3080,16.0,No,2739.0
New,HP,Zbook,Intel Core i7,16,512,SSD,RTX 3050,16.0,No,1627.0
New,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,RTX 3050,14.0,No,1515.0
New,PcCom,Revolt,Intel Core i7,16,1000,SSD,RTX 3050,15.6,No,1599.9
New,Asus,F515,Intel Core i5,8,512,SSD,RTX 3050,15.6,No,809.01
New,Acer,Extensa,Intel Core i5,8,1000,SSD,RTX 3050,15.6,No,583.85
New,Primux,Ioxbook,Intel Celeron,4,128,SSD,RTX 3050,15.6,No,272.58
New,Razer,Blade,AMD Ryzen 9,16,1000,SSD,RTX 3080,14.0,No,4105.45
New,Asus,ZenBook,AMD Ryzen 7,16,512,SSD,RTX 3050,14.0,No,1056.0
New,HP,255,AMD Ryzen 3,8,1000,SSD,RTX 3050,15.6,No,471.0
Refurbished,Lenovo,ThinkPad,Intel Core i3,8,256,SSD,RTX 3050,13.3,No,419.0
New,PcCom,Revolt,Intel Core i7,16,1000,SSD,RTX 4060,15.6,No,1949.9
New,Asus,ExpertBook,Intel Core i5,16,512,SSD,RTX 3050,14.0,No,800.0
New,Asus,ZenBook,AMD Ryzen 7,16,1000,SSD,RTX 3050,14.0,No,1377.62
New,HP,ProBook,Intel Core i7,16,1000,SSD,RTX 3050,14.0,No,1214.49
New,Acer,TravelMate,Intel Core i5,16,512,SSD,RTX 3050,14.0,No,925.0
New,Dell,XPS,Intel Core i7,16,1000,SSD,RTX 3050,15.6,No,2319.0
New,Alurin,Flex Advance,Intel Core i5,8,500,SSD,RTX 3050,14.0,No,590.0
New,LG,Gram,Intel Core i7,32,512,SSD,RTX 2050,17.0,No,2209.0
Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,SSD,RTX 3050,14.0,No,635.0
New,Acer,TravelMate,Intel Core i5,8,512,SSD,RTX 3050,15.6,No,770.56
Refurbished,Dell,Latitude,Intel Core i5,8,256,SSD,RTX 3050,14.0,No,448.99
New,Lenovo,ThinkBook,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,1196.97
New,HP,15S,Intel Core i5,8,512,SSD,RTX 3050,15.6,No,595.9
New,HP,15S,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,850.99
Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,SSD,RTX 3050,14.0,No,239.0
Refurbished,Apple,MacBook Pro,Intel Core i7,16,512,SSD,Radeon Pro RX 560X,15.4,No,977.08
New,Asus,VivoBook,Intel Core i3,8,512,SSD,RTX 3050,15.6,No,398.22
New,Asus,TUF,AMD Ryzen 9,16,1000,SSD,RTX 4070,15.6,No,2017.87
New,Asus,BR,Intel Celeron,4,128,SSD,RTX 3050,11.6,Yes,495.33
New,Asus,ROG,AMD Ryzen 9,16,1000,SSD,RTX 3060,16.0,Yes,2773.31
Refurbished,MSI,Vector,Intel Core i7,32,1000,SSD,RTX 3080,15.6,No,3499.0
Refurbished,Alurin,Flex Advance,Intel Core i5,16,500,SSD,RTX 3050,14.0,No,530.0
New,Asus,ROG,Intel Core i9,16,1000,SSD,RTX 4060,16.0,Yes,2599.01
New,Asus,ZenBook,AMD Ryzen 5,16,512,SSD,RTX 3050,14.0,No,1157.12
New,MSI,Creator,Intel Core i7,32,1000,SSD,RTX A5500,16.0,Yes,4399.0
New,Lenovo,V15,AMD Ryzen 3,8,256,SSD,RTX 3050,15.6,No,359.9
New,Asus,VivoBook,Intel Evo Core i7,16,512,SSD,RTX 3050,14.0,No,1449.5
New,Acer,ConceptD,Intel Core i7,16,1000,SSD,T 1200,15.6,Yes,2206.1
New,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4060,15.6,No,2184.41
New,Asus,E510,Intel Celeron,8,256,SSD,RTX 3050,15.6,No,285.0
Refurbished,Lenovo,250,Intel Core i5,8,256,SSD,RTX 3050,12.5,No,358.99
New,Asus,F515,Intel Core i3,8,256,SSD,RTX 3050,15.6,No,391.6
New,Dynabook Toshiba,Satellite Pro,Intel Core i7,8,256,SSD,RTX 3050,14.0,No,765.75
New,Asus,VivoBook,Intel Core i7,8,512,SSD,RTX 3050,15.6,No,635.01
New,Dell,Latitude,Intel Core i7,16,512,SSD,RTX 3050,14.0,No,1433.0
Refurbished,Microsoft,Surface Pro,Intel Core i5,16,256,SSD,RTX 3050,12.3,No,1111.35
Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,SSD,RTX 3050,14.0,No,635.0
New,Asus,VivoBook,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,883.19
Refurbished,HP,EliteBook,Intel Core i5,8,256,SSD,RTX 3050,13.3,Yes,555.0
New,Lenovo,ThinkBook,Intel Core i7,16,512,SSD,RTX 3050,14.0,Yes,1473.83
New,Medion,Akoya,Intel Core i5,8,256,SSD,RTX 3050,15.6,No,727.49
New,Dell,Vostro,Intel Core i7,16,512,SSD,RTX 3050,14.0,No,1064.0
Refurbished,LG,Gram,Intel Core i7,16,1000,SSD,RTX 3050,16.0,Yes,1999.0
New,Microsoft,Surface Pro,Intel Evo Core i5,8,256,SSD,RTX 3050,13.0,Yes,1403.0
Refurbished,Apple,MacBook Pro,Intel Core i5,8,128,SSD,RTX 3050,13.0,No,604.0
New,Asus,VivoBook,Intel Core i5,12,512,SSD,RTX 3050,16.0,No,832.01
Refurbished,Gigabyte,Aorus,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,1599.0
New,Asus,ExpertBook,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,800.0
New,Asus,ZenBook,Intel Core i5,8,512,SSD,RTX 3050,13.3,No,819.0
New,HP,Envy,Intel Core i7,16,512,SSD,RTX 3050,17.3,No,1453.6
New,Dell,Latitude,Intel Evo Core i7,16,512,SSD,RTX 3050,13.0,Yes,1620.92
New,Acer,Aspire,Intel Core i5,8,512,SSD,RTX 3050,15.6,No,552.99
New,HP,250,Intel Core i3,8,512,SSD,RTX 3050,15.6,No,549.0
Refurbished,Lenovo,ThinkPad,Intel Core i5,8,512,SSD,RTX 3050,14.0,No,518.63
New,HP,15S,Intel Celeron,8,256,SSD,RTX 3050,15.6,No,465.26
New,HP,470,Intel Core i5,16,512,SSD,MX 550,17.3,No,1212.0
New,Lenovo,IdeaPad,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,799.0
New,Asus,TUF,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,769.0
New,Acer,Swift,Intel Evo Core i7,16,1000,SSD,RTX 3050,13.5,No,1347.18
Refurbished,Apple,MacBook Pro,Intel Core i9,16,1000,SSD,Radeon Pro 5500M,16.0,No,1899.0
Refurbished,Lenovo,ThinkPad,Intel Core i7,16,1000,SSD,RTX 3050,14.0,No,818.0
New,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 4050,16.0,No,2102.18
New,PcCom,Revolt,Intel Core i7,32,1000,SSD,RTX 4060,15.6,No,1899.9
New,Acer,TravelMate,Intel Pentium,8,256,SSD,RTX 3050,14.0,No,474.99
New,Medion,Akoya,AMD Ryzen 3,8,256,SSD,RTX 3050,15.6,No,327.51
New,Asus,ROG,AMD Ryzen 7,32,1000,SSD,RTX 3070,17.3,No,2649.44
New,Asus,ZenBook,Intel Core i5,16,512,SSD,RTX 3050,14.0,No,846.31
New,HP,15S,Intel Core i3,8,512,SSD,RTX 3050,15.6,No,414.84
New,HP,250,Intel Core i3,8,256,SSD,RTX 3050,15.6,No,399.37
New,Lenovo,ThinkBook,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,1069.0
New,Lenovo,300w,AMD 3015e,4,128,SSD,RTX 3050,11.6,Yes,461.48
New,Apple,MacBook Pro,Apple M2 Pro,16,1000,SSD,RTX 3050,16.2,No,2999.01
New,HP,15S,AMD Ryzen 7,12,512,SSD,RTX 3050,15.6,No,613.2
New,Asus,VivoBook,Intel Core i7,8,512,SSD,RTX 3050,16.0,No,599.99
New,HP,Victus,AMD Ryzen 7,8,512,SSD,Radeon Pro 5500M,16.1,No,864.23
Refurbished,MSI,Modern,Intel Core i7,16,1000,SSD,RTX 3050,15.6,No,1199.0
New,Microsoft,Surface Pro,Intel Core i5,8,256,SSD,RTX 3050,12.3,No,1349.0
New,HP,15S,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,695.5
New,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4070,14.0,No,2699.0
New,Asus,M515,AMD Ryzen 5,12,512,SSD,RTX 3050,15.6,No,707.51
New,LG,Gram,Intel Evo Core i7,32,512,SSD,RTX 3050,15.0,No,2099.0
Refurbished,MSI,Creator,Intel Core i7,16,1000,SSD,RTX 3050,16.0,No,1749.0
New,HP,ProBook,Intel Core i5,8,256,SSD,RTX 3050,14.0,No,764.34
New,Dell,Latitude,Intel Core i7,16,512,SSD,RTX 3050,14.0,No,999.0
New,HP,15S,AMD Ryzen 7,12,512,SSD,RTX 3050,15.6,No,641.0
New,Medion,Akoya,AMD Ryzen 5,8,256,SSD,RTX 3050,15.6,No,563.62
New,MSI,Summit,Intel Core i7,32,1000,SSD,RTX 3050,13.4,Yes,1899.0
New,Thomson,Neo,Intel Celeron,4,64,eMMC,RTX 3050,14.1,No,230.83
New,PcCom,Revolt,Intel Core i5,16,500,SSD,RTX 3050,15.6,No,1199.9
New,PcCom,Revolt,Intel Core i7,32,1000,SSD,RTX 3060,15.6,No,1800.01
New,LG,Gram,Intel Evo Core i7,32,1000,SSD,RTX 3050,17.0,No,2199.0
New,HP,15S,AMD Ryzen 5,8,512,SSD,RTX 3050,15.6,No,479.61
New,Lenovo,ThinkBook,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,1074.0
New,Asus,ExpertBook,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,869.0
New,Lenovo,ThinkPad,Intel Core i5,16,512,SSD,RTX 3050,14.0,No,1282.0
